,Title,City,Salary,Rating,Company,Hourly,Salary without $ and K,Min_Salary,Max_Salary,Avg_Salary,State,Title Simp,Seniority
392,Data Scientist,"Glendale, CA",$73K - $127K ,3.8427956989247285,Posh Peanut Inc.,0, 73  -  127  ,73,127,100.0,CA,data scientist,na
393,Data Scientist,"Framingham, MA",$75K - $131K ,3.3,Staples,0, 75  -  131  ,75,131,103.0,MA,data scientist,na
394,Data Scientist,"Boston, MA",$64K - $111K ,4.6,OM1,0, 64  -  111  ,64,111,87.5,MA,data scientist,na
395,Data Scientist,"Atlanta, GA",$74K - $121K ,3.9,Michelin Inc,0, 74  -  121  ,74,121,97.5,GA,data scientist,na
396,Data Scientist,"San Diego, CA",$78K - $125K ,4.8,Power Digital Marketing,0, 78  -  125  ,78,125,101.5,CA,data scientist,na
397,Data Scientist,"San Francisco, CA",$81K - $108K ,4.0,Surya Systems,0, 81  -  108  ,81,108,94.5,CA,data scientist,na
398,Data Scientist,"Hanover, MD",$61K - $111K ,5.0,cloudteam,0, 61  -  111  ,61,111,86.0,MD,data scientist,na
399,Data Scientist,"New York, NY",$85K - $152K ,3.9,Komodo Health,0, 85  -  152  ,85,152,118.5,NY,data scientist,na
400,Data Scientist,"Redwood City, CA",$95K - $176K ,4.0,Paradigm Diagnostics,0, 95  -  176  ,95,176,135.5,CA,data scientist,na
401,Sr. Data Scientist,"Frisco, TX",$113K - $144K ,3.8427956989247285,Oportun Inc,0, 113  -  144  ,113,144,128.5,TX,data scientist,sr
402,Research Fellow - Data Science,"Rochester, MN",$48K - $91K ,4.2,Mayo Clinic,0, 48  -  91  ,48,91,69.5,MN,na,na
403,Data Scientist,"San Francisco, CA",$130K - $150K ,4.7,Angaza,0, 130  -  150  ,130,150,140.0,CA,data scientist,na
404,Data Scientist,"Germantown, MD",$70K - $128K ,3.6,DataLab USA,0, 70  -  128  ,70,128,99.0,MD,data scientist,na
405,Data Scientist,"Dallas, TX",$67K - $119K ,3.8,Havas,0, 67  -  119  ,67,119,93.0,TX,data scientist,na
406,"Data Scientist, Product Analytics","Washington, DC",$97K - $155K ,4.3,Facebook,0, 97  -  155  ,97,155,126.0,DC,data scientist,na
407,Data Scientist,"Needham, MA",$78K - $135K ,2.8,Steward Health Care Network,0, 78  -  135  ,78,135,106.5,MA,data scientist,na
408,Data Scientist,"New York, NY",$101K - $108K ,3.5,BNY Mellon,0, 101  -  108  ,101,108,104.5,NY,data scientist,na
409,Data Scientist - Pricing Systems,"Richmond, VA",$101K - $125K ,3.7,CarMax,0, 101  -  125  ,101,125,113.0,VA,data scientist,na
410,Data Scientist,"Washington, DC",$73K - $123K ,3.5,Buchanan & Edwards,0, 73  -  123  ,73,123,98.0,DC,data scientist,na
411,Data Scientist,"Newtown, CT",$87K - $94K ,3.1,SS&C Technologies,0, 87  -  94  ,87,94,90.5,CT,data scientist,na
412,Data Scientist,"Philadelphia, PA",$65K - $112K ,2.9,Wills Eye Hospital,0, 65  -  112  ,65,112,88.5,PA,data scientist,na
413,Data Scientist,"Charlottesville, VA",$76K - $131K ,4.3,The Rector & Visitors of the University of Virginia,0, 76  -  131  ,76,131,103.5,VA,data scientist,na
414,Data Scientist,"Houston, TX",$69K - $134K ,3.4,Just Energy,0, 69  -  134  ,69,134,101.5,TX,data scientist,na
415,Data Scientist,"Lorton, VA",$50K - $86K ,4.3,Noblis,0, 50  -  86  ,50,86,68.0,VA,data scientist,na
416,Data Scientist,"Austin, TX",$98K - $122K ,3.6,Oxford Global Resources,0, 98  -  122  ,98,122,110.0,TX,data scientist,na
417,Data Scientist,"McLean, VA",$72K - $140K ,3.8,Mitre Corporation,0, 72  -  140  ,72,140,106.0,VA,data scientist,na
418,RN-Nurse Scientist,"Saint Louis, MO",$53K - $84K ,3.6,SSM Health,0, 53  -  84  ,53,84,68.5,MO,na,na
419,Data Scientist,"Estero, FL",$50K - $90K ,3.0,Hertz,0, 50  -  90  ,50,90,70.0,FL,data scientist,na
420,Data Scientist,"Alexandria, VA",$58K - $79K ,3.9,VTG,0, 58  -  79  ,58,79,68.5,VA,data scientist,na
421,Data Scientist,"Bethesda, MD",$122K - $127K ,4.0,Swain Techs,0, 122  -  127  ,122,127,124.5,MD,data scientist,na
422,Data Scientist,"Austin, TX",$92K - $149K ,4.0,eBay,0, 92  -  149  ,92,149,120.5,TX,data scientist,na
423,Data Scientist,"San Antonio, TX",$79K - $93K ,3.7,U.S. Department of Defense (DOD),0, 79  -  93  ,79,93,86.0,TX,data scientist,na
424,Data Scientist,"Hanover, MD",$64K - $115K ,3.9,Jacobs,0, 64  -  115  ,64,115,89.5,MD,data scientist,na
425,Data Scientist,"Long Island City, NY",$80K - $138K ,2.9,Altice,0, 80  -  138  ,80,138,109.0,NY,data scientist,na
426,Data Scientist,"Annapolis Junction, MD",$66K - $124K ,4.8,BrainTrust Holdings,0, 66  -  124  ,66,124,95.0,MD,data scientist,na
427,"Data Scientist, Global Business Operations (Remote)","San Francisco, CA",$121K - $164K ,4.2,Splunk,0, 121  -  164  ,121,164,142.5,CA,data scientist,na
428,Data Scientist,"Philadelphia, PA",$49K - $85K ,3.4,goPuff,0, 49  -  85  ,49,85,67.0,PA,data scientist,na
429,Data Scientist,"Boston, MA",$90K - $98K ,4.0,Massachusetts General Hospital(MGH),0, 90  -  98  ,90,98,94.0,MA,data scientist,na
430,Data Scientist,Remote,$75K - $120K ,3.8427956989247285,ForMotiv,0, 75  -  120  ,75,120,97.5,Remote,data scientist,na
431,Data Scientist,"San Francisco, CA",$250K - $450K ,4.7,Blue Owl,0, 250  -  450  ,250,450,350.0,CA,data scientist,na
432,Senior Data Scientist,Remote,$110K - $140K ,3.8427956989247285,competitive balance analytics,0, 110  -  140  ,110,140,125.0,Remote,data scientist,sr
433,Data Scientist,Remote,$80K - $125K ,2.8,JM Talent Inc.,0, 80  -  125  ,80,125,102.5,Remote,data scientist,na
434,Data Scientist - Wearables,Remote,$80K - $190K ,3.8427956989247285,Invisalert Solutions,0, 80  -  190  ,80,190,135.0,Remote,data scientist,na
435,Sr Data Scientist,"Salt Lake City, UT",$80K - $140K ,3.8,Zions Bancorporation,0, 80  -  140  ,80,140,110.0,UT,data scientist,sr
436,Data Scientist,"Lehi, UT",$70K - $90K ,4.6,Xyngular,0, 70  -  90  ,70,90,80.0,UT,data scientist,na
437,Data Science Intern,Remote,$17 Per Hour,4.7,Noodle,1, 17  ,34,34,34.0,Remote,na,na
438,Data Scientist,"Morrisville, PA",$68K - $118K ,4.3,MMIT Network,0, 68  -  118  ,68,118,93.0,PA,data scientist,na
439,Data Scientist,"Wilmington, MA",$82K - $143K ,3.8,Analog Devices,0, 82  -  143  ,82,143,112.5,MA,data scientist,na
440,"Research Scientist / Data Scientist, Open Rank, CCM","New York, NY",$98K - $189K ,4.0,Simons Foundation,0, 98  -  189  ,98,189,143.5,NY,data scientist,na
441,Data Scientist,"Boston, MA",$95K - $126K ,3.8427956989247285,Medical Analytics Group,0, 95  -  126  ,95,126,110.5,MA,data scientist,na
442,Data Scientist,"Washington, DC",$74K - $126K ,3.4,XLA,0, 74  -  126  ,74,126,100.0,DC,data scientist,na
443,Marketing Data Analyst – Remote,"Philadelphia, PA",$50K - $62K ,4.7,The Denzel Group,0, 50  -  62  ,50,62,56.0,PA,analyst,na
444,"Data Scientist, Customer Intelligence - Opportunity for Working Remotely Phoenix, AZ","Phoenix, AZ",$97K - $141K ,4.3,VMware,0, 97  -  141  ,97,141,119.0,AZ,data scientist,na
445,Data Scientist,"Annapolis Junction, MD",$74K - $123K ,5.0,ELEVI Associates,0, 74  -  123  ,74,123,98.5,MD,data scientist,na
446,Computer Vision / Machine Learning Engineer,"Tewksbury, MA",$123K - $137K ,3.9,Leidos,0, 123  -  137  ,123,137,130.0,MA,ml,na
447,Graph Data Engineer / Analyst,"Washington, DC",$69K - $118K ,4.1,ASR ANALYTICS LLC,0, 69  -  118  ,69,118,93.5,DC,data engineer,na
448,Data Scientist,"Oak Ridge, TN",$68K - $135K ,3.7,BWX Technologies,0, 68  -  135  ,68,135,101.5,TN,data scientist,na
449,Cloud &amp; Machine Learning Engineer,"Hartford, CT",$82K - $142K ,4.1,"The Travelers Companies, Inc.",0, 82  -  142  ,82,142,112.0,CT,ml,na
450,Data Scientist,"Washington, DC",$72K - $128K ,5.0,"Reports and Requirements Company, LLC",0, 72  -  128  ,72,128,100.0,DC,data scientist,na
451,Data Scientist,"New York, NY",$77K - $157K ,3.9,J.Crew,0, 77  -  157  ,77,157,117.0,NY,data scientist,na
452,Data Scientist,"Plano, TX",$72K - $128K ,4.2,MATRIX Resources,0, 72  -  128  ,72,128,100.0,TX,data scientist,na
453,Business Data Analyst,"Mountain View, CA",$71K - $130K ,4.4,Intuit,0, 71  -  130  ,71,130,100.5,CA,analyst,na
454,Medical Laboratory Scientist 2 – VUMC Diagnostic Molecular DNA Laboratories,"Nashville, TN",$42K - $68K ,3.8,Vanderbilt University Medical Center,0, 42  -  68  ,42,68,55.0,TN,na,na
455,Lead Advanced Healthcare Data Analyst,"Corpus Christi, TX",$39K - $80K ,4.1,Driscoll Children's Hospital,0, 39  -  80  ,39,80,59.5,TX,analyst,sr
456,Tableau Admin / Data Analyst,"Roy, UT",$40K - $82K ,3.9,BAE Systems,0, 40  -  82  ,40,82,61.0,UT,analyst,na
457,Data Scientist,"Chicago, IL",$63K - $106K ,4.1,AVANADE,0, 63  -  106  ,63,106,84.5,IL,data scientist,na
458,Cloud &amp; Machine Learning Engineer,"Hartford, CT",$82K - $142K ,4.1,"The Travelers Companies, Inc.",0, 82  -  142  ,82,142,112.0,CT,ml,na
459,Data Scientist,"Washington, DC",$72K - $128K ,5.0,"Reports and Requirements Company, LLC",0, 72  -  128  ,72,128,100.0,DC,data scientist,na
460,Data Scientist,"New York, NY",$77K - $157K ,3.9,J.Crew,0, 77  -  157  ,77,157,117.0,NY,data scientist,na
461,Data Scientist,"Plano, TX",$72K - $128K ,4.2,MATRIX Resources,0, 72  -  128  ,72,128,100.0,TX,data scientist,na
462,Business Data Analyst,"Mountain View, CA",$71K - $130K ,4.4,Intuit,0, 71  -  130  ,71,130,100.5,CA,analyst,na
463,Medical Laboratory Scientist 2 – VUMC Diagnostic Molecular DNA Laboratories,"Nashville, TN",$42K - $68K ,3.8,Vanderbilt University Medical Center,0, 42  -  68  ,42,68,55.0,TN,na,na
464,Lead Advanced Healthcare Data Analyst,"Corpus Christi, TX",$39K - $80K ,4.1,Driscoll Children's Hospital,0, 39  -  80  ,39,80,59.5,TX,analyst,sr
465,Data Scientist,"Boston, MA",$72K - $126K ,3.8,Thermo Fisher Scientific,0, 72  -  126  ,72,126,99.0,MA,data scientist,na
466,Mgr Data Analytics 2/ Public Health Data Scientist,"Atlanta Central City Post Offi, GA",$78K - $150K ,4.0,Northrop Grumman,0, 78  -  150  ,78,150,114.0,GA,data scientist,na
467,Data Scientist,"Chicago, IL",$63K - $106K ,4.1,AVANADE,0, 63  -  106  ,63,106,84.5,IL,data scientist,na
468,Data Scientist,"Sarasota, FL",$59K - $113K ,4.1,Certified Collectibles Group,0, 59  -  113  ,59,113,86.0,FL,data scientist,na
469,Attending Veterinarian / Principal Scientist,"San Diego, CA",$65K - $156K ,3.4,Absorption Systems,0, 65  -  156  ,65,156,110.5,CA,na,sr
470,"Data Scientist, Customer Intelligence - Opportunity for Working Remotely Dallas, TX","Dallas, TX",$86K - $157K ,4.3,VMware,0, 86  -  157  ,86,157,121.5,TX,data scientist,na
471,Data Scientist,"New York, NY",$93K - $173K ,3.8,"JPMorgan Chase Bank, N.A.",0, 93  -  173  ,93,173,133.0,NY,data scientist,na
472,Data Scientist,"Atlanta, GA",$102K - $116K ,3.8,General Dynamics Information Technology,0, 102  -  116  ,102,116,109.0,GA,data scientist,na
473,"Director, Applied Statistical Data Sciences | Economic Consulting","New York, NY",$106K - $179K ,4.0,"FTI Consulting, Inc.",0, 106  -  179  ,106,179,142.5,NY,director,na
474,Lead Clinical Laboratory Scientist,"Newport Beach, CA",$56K - $100K ,2.1,"HRC Fertility Management, LLC",0, 56  -  100  ,56,100,78.0,CA,na,sr
475,Affordability Analyst/Data Scientist,"Laurel, MD",$100K - $160K ,4.7,Johns Hopkins Applied Physics Laboratory (APL),0, 100  -  160  ,100,160,130.0,MD,data scientist,na
476,Data Scientist,"Fort Worth, TX",$103K - $117K ,4.1,Bell Textron Inc.,0, 103  -  117  ,103,117,110.0,TX,data scientist,na
477,Senior Data Analyst,"Greenwich, CT",$62K - $105K ,3.5,WINFertility,0, 62  -  105  ,62,105,83.5,CT,analyst,sr
478,"Senior, Data Scientist","New York, NY",$95K - $177K ,3.4,Macy’s,0, 95  -  177  ,95,177,136.0,NY,data scientist,sr
479,Data Scientist,"Chicago, IL",$76K - $126K ,4.0,Hitachi Solutions,0, 76  -  126  ,76,126,101.0,IL,data scientist,na
480,Data Scientist,"Annapolis Junction, MD",$73K - $126K ,4.6,Entegra Systems,0, 73  -  126  ,73,126,99.5,MD,data scientist,na
481,Research Fellow - Data Science,"Rochester, MN",$48K - $91K ,4.2,Mayo Clinic,0, 48  -  91  ,48,91,69.5,MN,na,na
482,Data Scientist,"Washington, DC",$70K - $123K ,3.7,QVine Corporation,0, 70  -  123  ,70,123,96.5,DC,data scientist,na
483,Data Scientist,"Plano, TX",$68K - $130K ,3.7,Cognizant Technology Solutions,0, 68  -  130  ,68,130,99.0,TX,data scientist,na
484,Data Scientist,"Germantown, MD",$70K - $128K ,3.6,DataLab USA,0, 70  -  128  ,70,128,99.0,MD,data scientist,na
485,Data Scientist,"San Francisco, CA",$130K - $150K ,4.7,Angaza,0, 130  -  150  ,130,150,140.0,CA,data scientist,na
486,Data Scientist,"Kansas City, MO",$72K - $135K ,4.8,Generation Esports,0, 72  -  135  ,72,135,103.5,MO,data scientist,na
487,Data Scientist,"Dallas, TX",$67K - $119K ,3.8,Havas,0, 67  -  119  ,67,119,93.0,TX,data scientist,na
488,Data Scientist,"Reston, VA",$67K - $125K ,3.6,MetroStar,0, 67  -  125  ,67,125,96.0,VA,data scientist,na
489,Data Scientist,"Redwood City, CA",$101K - $121K ,4.2,Exact Sciences Corporation,0, 101  -  121  ,101,121,111.0,CA,data scientist,na
490,"Business Intelligence Analyst - Richmond, VA","Richmond, VA",$47K - $86K ,3.5,Lansing Building Products,0, 47  -  86  ,47,86,66.5,VA,analyst,na
491,Data Scientist,"Madison, WI",$60K - $110K ,3.8427956989247285,"The Cadmus Group, Inc.",0, 60  -  110  ,60,110,85.0,WI,data scientist,na
492,Data Scientist,"Arlington, VA",$68K - $114K ,3.9,Grant Thornton,0, 68  -  114  ,68,114,91.0,VA,data scientist,na
493,Data Scientist,"Saint Louis, MO",$72K - $116K ,4.3,Nestle Purina PetCare Company,0, 72  -  116  ,72,116,94.0,MO,data scientist,na
494,Data Scientist,"Norfolk, VA",$134K - $164K ,4.2,ManTech International Corporation,0, 134  -  164  ,134,164,149.0,VA,data scientist,na
495,Data Scientist,"Herndon, VA",$80K - $121K ,3.8427956989247285,Cognowiz Solutions,0, 80  -  121  ,80,121,100.5,VA,data scientist,na
496,Staff Data Scientist,"San Diego, CA",$104K - $175K ,4.4,Intuit,0, 104  -  175  ,104,175,139.5,CA,data scientist,na
497,Data Scientist,"Denver, CO",$69K - $118K ,3.6,Wunderman Thompson,0, 69  -  118  ,69,118,93.5,CO,data scientist,na
498,Data Scientist,"Reston, VA",$67K - $125K ,3.6,MetroStar,0, 67  -  125  ,67,125,96.0,VA,data scientist,na
499,Data Scientist,"Dallas, TX",$67K - $119K ,3.8,Havas,0, 67  -  119  ,67,119,93.0,TX,data scientist,na
500,"Business Intelligence Analyst - Richmond, VA","Richmond, VA",$47K - $86K ,3.5,Lansing Building Products,0, 47  -  86  ,47,86,66.5,VA,analyst,na
501,Data Scientist,"Redwood City, CA",$101K - $121K ,4.2,Exact Sciences Corporation,0, 101  -  121  ,101,121,111.0,CA,data scientist,na
502,Data Scientist,"Menlo Park, CA",$89K - $143K ,3.7,Exponent,0, 89  -  143  ,89,143,116.0,CA,data scientist,na
503,Data Scientist,"Saint Louis, MO",$72K - $116K ,4.3,Nestle Purina PetCare Company,0, 72  -  116  ,72,116,94.0,MO,data scientist,na
504,Data Scientist,"Arlington, VA",$68K - $114K ,3.9,Grant Thornton,0, 68  -  114  ,68,114,91.0,VA,data scientist,na
505,Data Scientist,"Norfolk, VA",$134K - $164K ,4.2,ManTech International Corporation,0, 134  -  164  ,134,164,149.0,VA,data scientist,na
506,Data Scientist,"Fairfax, VA",$76K - $142K ,3.6,Trident Systems Inc,0, 76  -  142  ,76,142,109.0,VA,data scientist,na
507,Data Scientist,"Denver, CO",$69K - $118K ,3.6,Wunderman Thompson,0, 69  -  118  ,69,118,93.5,CO,data scientist,na
508,Data Scientist,"Dallas, TX",$122K - $137K ,4.5,Tiger Analytics,0, 122  -  137  ,122,137,129.5,TX,data scientist,na
509,Data Scientist,"Madison, WI",$60K - $110K ,3.8427956989247285,"The Cadmus Group, Inc.",0, 60  -  110  ,60,110,85.0,WI,data scientist,na
510,Data Scientist,"New York, NY",$96K - $174K ,3.4,"comScore, Inc.",0, 96  -  174  ,96,174,135.0,NY,data scientist,na
511,Data Scientist,"Suitland, MD",$75K - $144K ,5.0,"WhirlWind Technologies, LLC",0, 75  -  144  ,75,144,109.5,MD,data scientist,na
512,Data Scientist,"New Haven, CT",$39K - $81K ,3.4,Cogstate,0, 39  -  81  ,39,81,60.0,CT,data scientist,na
513,Data Scientist,"Washington, DC",$86K - $174K ,3.6,"Foxhole Technology, Inc.",0, 86  -  174  ,86,174,130.0,DC,data scientist,na
514,Data Scientist,"Kearny, NJ",$74K - $130K ,4.0,Oishii,0, 74  -  130  ,74,130,102.0,NJ,data scientist,na
515,Data Scientist,"Herndon, VA",$80K - $121K ,3.8427956989247285,Cognowiz Solutions,0, 80  -  121  ,80,121,100.5,VA,data scientist,na
516,Data Science Intern,Remote,$17 Per Hour,4.7,Noodle,1, 17  ,34,34,34.0,Remote,na,na
517,Data Scientist,Remote,$75K - $120K ,3.8427956989247285,ForMotiv,0, 75  -  120  ,75,120,97.5,Remote,data scientist,na
518,Data Scientist,"San Francisco, CA",$250K - $450K ,4.7,Blue Owl,0, 250  -  450  ,250,450,350.0,CA,data scientist,na
519,Sr. Data Scientist,Remote,$150K - $165K ,4.0,Innovar Group,0, 150  -  165  ,150,165,157.5,Remote,data scientist,sr
520,Data Scientist,Remote,$63 - $82 Per Hour,4.4,ids,1, 63 -  82  ,126,164,145.0,Remote,data scientist,na
521,Data Scientist,"Charlottesville, VA",$76K - $131K ,4.3,The Rector & Visitors of the University of Virginia,0, 76  -  131  ,76,131,103.5,VA,data scientist,na
522,Data Scientist,"Lorton, VA",$50K - $86K ,4.3,Noblis,0, 50  -  86  ,50,86,68.0,VA,data scientist,na
523,Data Scientist,"Houston, TX",$69K - $134K ,3.4,Just Energy,0, 69  -  134  ,69,134,101.5,TX,data scientist,na
524,Data Scientist,"Austin, TX",$98K - $122K ,3.6,Oxford Global Resources,0, 98  -  122  ,98,122,110.0,TX,data scientist,na
525,Data Scientist,"McLean, VA",$72K - $140K ,3.8,Mitre Corporation,0, 72  -  140  ,72,140,106.0,VA,data scientist,na
526,Data Scientist,"Tampa, FL",$53K - $91K ,4.0,VMD Corp,0, 53  -  91  ,53,91,72.0,FL,data scientist,na
527,Data Scientist,"Los Angeles, CA",$79K - $147K ,3.0,Gannett,0, 79  -  147  ,79,147,113.0,CA,data scientist,na
528,RN-Nurse Scientist,"Saint Louis, MO",$53K - $84K ,3.6,SSM Health,0, 53  -  84  ,53,84,68.5,MO,na,na
529,Data Scientist,"Chantilly, VA",$89K - $126K ,3.9,NT Concepts,0, 89  -  126  ,89,126,107.5,VA,data scientist,na
530,Data Scientist,"Alexandria, VA",$58K - $79K ,3.9,VTG,0, 58  -  79  ,58,79,68.5,VA,data scientist,na
531,Data Scientist,"Columbia, MD",$78K - $142K ,4.2,Booz Allen Hamilton,0, 78  -  142  ,78,142,110.0,MD,data scientist,na
532,Data Scientist,"Annapolis Junction, MD",$66K - $124K ,4.8,BrainTrust Holdings,0, 66  -  124  ,66,124,95.0,MD,data scientist,na
533,Data Scientist,"Austin, TX",$92K - $149K ,4.0,eBay,0, 92  -  149  ,92,149,120.5,TX,data scientist,na
534,Data Scientist,"Estero, FL",$50K - $90K ,3.0,Hertz,0, 50  -  90  ,50,90,70.0,FL,data scientist,na
535,Data Scientist,"Bethesda, MD",$122K - $127K ,4.0,Swain Techs,0, 122  -  127  ,122,127,124.5,MD,data scientist,na
536,Data Scientist,"Boston, MA",$56K - $99K ,4.0,Massachusetts General Hospital(MGH),0, 56  -  99  ,56,99,77.5,MA,data scientist,na
537,Data Scientist,"Hanover, MD",$64K - $115K ,3.9,Jacobs,0, 64  -  115  ,64,115,89.5,MD,data scientist,na
538,Data Scientist,"Long Island City, NY",$80K - $138K ,2.9,Altice,0, 80  -  138  ,80,138,109.0,NY,data scientist,na
539,"Data Scientist, Global Business Operations (Remote)","San Francisco, CA",$121K - $164K ,4.2,Splunk,0, 121  -  164  ,121,164,142.5,CA,data scientist,na
540,Data Scientist,"Philadelphia, PA",$49K - $85K ,3.4,goPuff,0, 49  -  85  ,49,85,67.0,PA,data scientist,na
541,Data Scientist,"Washington, DC",$62K - $105K ,3.6,ICF,0, 62  -  105  ,62,105,83.5,DC,data scientist,na
542,Data Scientist,"Dallas, TX",$67K - $119K ,3.8,Havas,0, 67  -  119  ,67,119,93.0,TX,data scientist,na
543,Data Scientist,"Chicago, IL",$69K - $125K ,3.5,McDonald's Corporate,0, 69  -  125  ,69,125,97.0,IL,data scientist,na
